CustomerID,Recency,Frequency,Monetary,Cluster,DBSCAN_Cluster,Segment,Target
12417.0,3,198,3578.8,0,0,High Value,1
12418.0,113,34,668.58,0,0,Low Value,1
12420.0,64,29,600.39,0,0,Low Value,0
12421.0,16,46,806.27,0,0,Low Value,1
12422.0,96,39,803.5600000000001,0,0,Low Value,1
12423.0,1,126,1849.11,0,0,High Value,1
12424.0,163,30,1760.96,1,0,High Value,1
12425.0,78,36,777.2,0,0,Low Value,1
12426.0,195,30,582.73,1,0,At Risk,0
12427.0,12,35,708.37,0,0,Low Value,1
12428.0,26,300,7877.2,0,0,High Value,1
12429.0,9,97,3750.4,0,0,High Value,1
12430.0,43,11,256.4,0,0,Low Value,0
12431.0,36,240,6416.39,0,0,High Value,1
12432.0,43,108,5059.32,0,0,High Value,1
12433.0,1,420,13375.87,0,0,High Value,1
12434.0,85,54,765.19,0,0,Low Value,1
12435.0,80,36,7829.89,0,0,High Value,1
12436.0,100,16,509.01,0,0,Low Value,0
12437.0,2,201,4896.66,0,0,High Value,1
12438.0,14,98,2906.85,0,0,High Value,1
12441.0,367,11,173.55,1,0,At Risk,0
12442.0,3,12,172.06,0,0,Low Value,0
12444.0,21,177,5005.46,0,0,High Value,1
12445.0,22,4,133.4,0,0,Low Value,0
12446.0,58,58,1002.3100000000001,0,0,Low Value,1
12447.0,243,26,476.49,1,0,At Risk,0
12448.0,44,22,449.45,0,0,Low Value,0
12449.0,22,191,4067.29,0,0,High Value,1
12450.0,156,8,197.88,1,0,At Risk,0
12451.0,11,355,8933.52,0,0,High Value,1
12452.0,17,23,428.57,0,0,Low Value,0
12453.0,134,43,707.09,0,0,Low Value,1
12454.0,53,30,5.684341886080802e-14,0,0,Low Value,0
12455.0,73,90,2466.86,0,0,High Value,1
12456.0,44,129,3153.89,0,0,High Value,1
12457.0,58,68,1917.78,0,0,High Value,1
12458.0,71,38,947.4,0,0,Low Value,1
12461.0,94,35,826.88,0,0,Low Value,1
12462.0,2,72,1124.01,0,0,Low Value,1
12463.0,46,88,1303.63,0,0,Low Value,1
12464.0,10,29,1212.05,0,0,Low Value,1
12465.0,8,51,733.89,0,0,Low Value,1
12468.0,143,40,724.0400000000001,1,0,Low Value,1
12471.0,2,531,18740.92,0,-1,High Value,1
12472.0,31,391,6229.48,0,0,High Value,1
12473.0,29,179,2848.23,0,0,High Value,1
12474.0,17,457,7116.47,0,0,High Value,1
12475.0,54,36,723.38,0,0,Low Value,1
12476.0,1,264,6546.58,0,0,High Value,1
12477.0,23,308,13117.01,0,0,High Value,1
12478.0,4,36,680.99,0,0,Low Value,1
12479.0,4,35,477.3,0,0,Low Value,0
12480.0,28,154,3281.63,0,0,High Value,1
12481.0,23,218,5590.86,0,0,High Value,1
12483.0,17,81,2327.13,0,0,High Value,1
12484.0,33,350,4495.27,0,0,High Value,1
12488.0,10,55,1298.66,0,0,Low Value,1
12489.0,336,15,334.93,1,0,At Risk,0
12490.0,5,245,5417.93,0,0,High Value,1
12491.0,39,26,460.40000000000003,0,0,Low Value,0
12492.0,63,20,263.21000000000004,0,0,Low Value,0
12493.0,166,23,416.79,1,0,At Risk,0
12494.0,10,84,1139.3500000000001,0,0,Low Value,1
12497.0,82,14,1043.1,0,0,Low Value,1
12498.0,21,23,403.70000000000005,0,0,Low Value,0
12500.0,23,65,4206.27,0,0,High Value,1
12501.0,315,160,2089.68,1,0,High Value,1
12502.0,96,147,3723.87,0,0,High Value,1
12503.0,338,1,-1126.0,1,0,At Risk,0
12504.0,18,15,114.0,0,0,Low Value,0
12505.0,301,1,-4.5,1,0,At Risk,0
12506.0,233,23,73.5,1,0,At Risk,0
12507.0,134,23,1258.06,0,0,Low Value,1
12508.0,26,69,398.27,0,0,Low Value,0
12509.0,284,7,176.5,1,0,At Risk,0
12510.0,143,33,982.5699999999999,1,0,Low Value,1
12512.0,66,34,138.03,0,0,Low Value,0
12513.0,85,36,586.79,0,0,Low Value,0
12514.0,267,51,1017.68,1,0,At Risk,1
12515.0,353,16,383.7,1,0,At Risk,0
12516.0,78,26,1312.06,0,0,Low Value,1
12517.0,28,286,2464.89,0,0,High Value,1
12518.0,1,124,2056.89,0,0,High Value,1
12519.0,64,18,340.84,0,0,Low Value,0
12520.0,79,155,2582.51,0,0,High Value,1
12521.0,143,38,599.68,1,0,Low Value,0
12522.0,39,12,192.72,0,0,Low Value,0
12523.0,2,110,1745.57,0,0,High Value,1
12524.0,9,144,4485.72,0,0,High Value,1
12526.0,1,71,1316.66,0,0,Low Value,1
12527.0,82,18,348.71000000000004,0,0,Low Value,0
12528.0,9,95,1922.28,0,0,High Value,1
12530.0,60,68,1623.63,0,0,High Value,1
12531.0,15,17,125.22,0,0,Low Value,0
12532.0,30,16,349.83000000000004,0,0,Low Value,0
12534.0,131,63,1089.18,0,0,Low Value,1
12535.0,92,34,716.35,0,0,Low Value,1
12536.0,8,273,4106.82,0,0,High Value,1
12538.0,29,21,363.95,0,0,Low Value,0
12539.0,22,274,3852.5,0,0,High Value,1
12540.0,20,481,13309.039999999999,0,0,High Value,1
12541.0,30,52,981.18,0,0,Low Value,1
12544.0,30,20,355.7,0,0,Low Value,0
12545.0,75,50,1000.39,0,0,Low Value,1
12546.0,47,70,1141.5,0,0,Low Value,1
12547.0,198,8,207.79999999999998,1,0,At Risk,0
12548.0,166,5,95.19999999999999,1,0,At Risk,0
12550.0,79,57,964.83,0,0,Low Value,1
12551.0,358,10,168.0,1,0,At Risk,0
12552.0,39,20,437.82,0,0,Low Value,0
12553.0,8,196,3652.25,0,0,High Value,1
12556.0,50,121,603.71,0,0,Loyal,0
12557.0,16,33,11990.960000000001,0,0,High Value,1
12558.0,2,22,1.0658141036401503e-14,0,0,Low Value,0
12559.0,311,22,536.21,1,0,At Risk,0
12560.0,5,111,2101.39,0,0,High Value,1
12561.0,303,16,238.85,1,0,At Risk,0
12562.0,8,168,3781.7400000000002,0,0,High Value,1
12564.0,261,21,456.9,1,0,At Risk,0
12565.0,282,10,131.17,1,0,At Risk,0
12566.0,73,20,346.7,0,0,Low Value,0
12567.0,23,463,9114.94,0,0,High Value,1
12569.0,2,191,4064.9900000000002,0,0,High Value,1
12571.0,40,34,519.61,0,0,Low Value,0
12572.0,9,62,1004.72,0,0,Low Value,1
12573.0,227,28,160.54000000000002,1,0,At Risk,0
12574.0,316,11,218.45,1,0,At Risk,0
12576.0,36,89,1306.98,0,0,Low Value,1
12577.0,35,148,595.4,0,0,Loyal,0
12578.0,21,120,2753.36,0,0,High Value,1
12579.0,73,31,410.72,0,0,Low Value,0
12580.0,247,24,415.7,1,0,At Risk,0
12581.0,40,15,197.71,0,0,Low Value,0
12582.0,239,22,511.36,1,0,At Risk,0
12583.0,3,251,7187.34,0,0,High Value,1
12584.0,4,126,1893.95,0,0,High Value,1
12585.0,234,97,1982.81,1,0,High Value,1
12586.0,17,12,179.94000000000003,0,0,Low Value,0
12587.0,8,4,144.0,0,0,Low Value,0
12588.0,39,10,214.89999999999998,0,0,Low Value,0
12589.0,29,35,646.68,0,0,Low Value,0
12590.0,190,70,9861.38,1,-1,High Value,1
12591.0,317,26,452.84999999999997,1,0,At Risk,0
12592.0,92,18,437.6,0,0,Low Value,0
12593.0,109,21,418.09999999999997,0,0,Low Value,0
12594.0,38,119,3320.2200000000003,0,0,High Value,1
12596.0,51,27,618.27,0,0,Low Value,0
12597.0,19,214,3683.13,0,0,High Value,1
12598.0,10,133,3002.68,0,0,High Value,1
12599.0,29,62,1032.58,0,0,Low Value,1
12600.0,29,65,2581.04,0,0,High Value,1
12601.0,190,29,569.5600000000001,1,0,At Risk,0
12602.0,59,12,153.12,0,0,Low Value,0
12603.0,22,3,739.1999999999999,0,0,Low Value,1
12604.0,79,16,254.18,0,0,Low Value,0
12605.0,365,3,-7.5,1,0,At Risk,0
12607.0,58,202,3.552713678800501e-15,0,0,Loyal,0
12609.0,78,60,1126.85,0,0,Low Value,1
12610.0,23,111,2057.99,0,0,High Value,1
12611.0,52,65,1193.32,0,0,Low Value,1
12612.0,58,21,643.59,0,0,Low Value,0
12613.0,31,163,3218.98,0,0,High Value,1
12614.0,278,20,315.6,1,0,At Risk,0
12615.0,2,105,2291.19,0,0,High Value,1
12616.0,85,36,657.25,0,0,Low Value,1
12617.0,29,42,355.53,0,0,Low Value,0
12618.0,22,11,177.31,0,0,Low Value,0
12619.0,16,95,3214.81,0,0,High Value,1
12620.0,15,92,1339.41,0,0,Low Value,1
12621.0,2,474,13612.07,0,0,High Value,1
12622.0,232,11,180.1,1,0,At Risk,0
12623.0,276,18,305.1,1,0,At Risk,0
12624.0,106,38,641.13,0,0,Low Value,0
12625.0,212,91,2614.32,1,0,High Value,1
12626.0,23,307,6388.35,0,0,High Value,1
12627.0,11,230,4478.53,0,0,High Value,1
12628.0,4,43,769.61,0,0,Low Value,1
12630.0,10,64,1270.88,0,0,Low Value,1
12631.0,57,31,640.5,0,0,Low Value,0
12633.0,59,103,2140.63,0,0,High Value,1
12635.0,90,101,1689.18,0,0,High Value,1
12637.0,67,394,5953.25,0,0,High Value,1
12638.0,33,39,671.69,0,0,Low Value,1
12639.0,239,22,486.1,1,0,At Risk,0
12640.0,24,53,1174.58,0,0,Low Value,1
12641.0,115,10,185.9,0,0,Low Value,0
12642.0,25,47,1013.26,0,0,Low Value,1
12643.0,128,24,3344.64,0,0,High Value,1
12644.0,130,31,477.91,0,0,Low Value,0
12645.0,34,74,1755.38,0,0,High Value,1
12646.0,5,45,1346.97,0,0,Low Value,1
12647.0,22,128,3669.92,0,0,High Value,1
12648.0,155,21,318.05,1,0,At Risk,0
12649.0,107,33,603.71,0,0,Low Value,0
12650.0,3,20,314.44,0,0,Low Value,0
12651.0,335,9,114.0,1,0,At Risk,0
12652.0,322,51,914.53,1,0,At Risk,1
12653.0,149,43,2209.85,1,0,High Value,1
12654.0,11,38,601.98,0,0,Low Value,0
12656.0,17,130,3982.72,0,0,High Value,1
12657.0,11,56,1152.06,0,0,Low Value,1
12658.0,19,36,686.05,0,0,Low Value,1
12659.0,30,5,91.68,0,0,Low Value,0
12660.0,11,13,245.1,0,0,Low Value,0
12662.0,1,232,3817.08,0,0,High Value,1
12664.0,8,38,4863.88,0,0,High Value,1
12665.0,325,4,61.75,1,0,At Risk,0
12666.0,359,2,-227.44,1,0,At Risk,0
12667.0,58,33,620.13,0,0,Low Value,0
12668.0,7,168,3743.18,0,0,High Value,1
12669.0,151,102,1607.73,1,0,At Risk,1
12670.0,10,94,2986.15,0,0,High Value,1
12672.0,330,10,225.89999999999998,1,0,At Risk,0
12673.0,5,42,610.52,0,0,Low Value,0
12674.0,12,91,1919.31,0,0,High Value,1
12676.0,25,45,1331.39,0,0,Low Value,1
12678.0,42,167,17588.26,0,0,High Value,1
12679.0,52,56,1058.67,0,0,Low Value,1
12680.0,1,52,862.81,0,0,Low Value,1
12681.0,15,646,13677.59,0,0,High Value,1
12682.0,4,525,12288.22,0,0,High Value,1
12683.0,4,362,8221.09,0,0,High Value,1
12684.0,8,105,2283.63,0,0,High Value,1
12685.0,28,157,2863.08,0,0,High Value,1
12686.0,372,7,89.14,1,0,At Risk,0
12688.0,114,171,4873.8099999999995,0,0,High Value,1
12689.0,26,72,1247.61,0,0,Low Value,1
12690.0,206,16,389.01,1,0,At Risk,0
12691.0,28,32,1035.8,0,0,Low Value,1
12693.0,121,41,830.96,0,0,Low Value,1
12694.0,70,37,869.67,0,0,Low Value,1
12695.0,7,27,582.1,0,0,Low Value,0
12697.0,21,43,939.02,0,0,Low Value,1
12700.0,8,270,4867.99,0,0,High Value,1
12701.0,80,53,797.71,0,0,Low Value,1
12702.0,20,12,219.0,0,0,Low Value,0
12703.0,64,22,274.7,0,0,Low Value,0
12704.0,7,90,2220.84,0,0,High Value,1
12705.0,15,348,6814.24,0,0,High Value,1
12707.0,292,33,603.42,1,0,At Risk,0
12708.0,30,174,2616.32,0,0,High Value,1
12709.0,3,257,9294.1,0,0,High Value,1
12710.0,97,79,1130.57,0,0,Low Value,1
12712.0,23,142,4241.63,0,0,High Value,1
12713.0,1,38,848.55,0,0,Low Value,1
12714.0,9,259,4708.86,0,0,High Value,1
12715.0,106,21,353.86,0,0,Low Value,0
12716.0,4,69,1053.49,0,0,Low Value,1
12717.0,151,56,980.98,1,0,At Risk,1
12718.0,71,19,238.25,0,0,Low Value,0
12719.0,5,42,608.1,0,0,Low Value,0
12720.0,3,359,5713.28,0,0,High Value,1
12721.0,32,164,2628.98,0,0,High Value,1
12722.0,85,57,904.33,0,0,Low Value,1
12723.0,4,69,725.07,0,0,Low Value,1
12724.0,5,53,1031.41,0,0,Low Value,1
12725.0,371,24,427.8,1,0,At Risk,0
12726.0,28,124,2609.1,0,0,High Value,1
12727.0,11,141,3947.7,0,0,High Value,1
12728.0,71,46,836.33,0,0,Low Value,1
12729.0,114,26,453.01,0,0,Low Value,0
12731.0,24,277,18793.41,0,0,High Value,1
12732.0,180,12,236.26000000000002,1,0,At Risk,0
12733.0,234,22,383.95,1,0,At Risk,0
12734.0,353,4,110.39999999999999,1,0,At Risk,0
12735.0,315,43,779.5699999999999,1,0,At Risk,1
12736.0,333,4,234.0,1,0,At Risk,0
12738.0,372,11,155.35,1,0,At Risk,0
12739.0,78,38,1013.04,0,0,Low Value,1
12740.0,64,27,427.6,0,0,Low Value,0
12743.0,134,134,546.43,0,0,Loyal,0
12744.0,52,229,9120.39,0,0,High Value,1
12747.0,2,103,4196.01,0,0,High Value,1
12748.0,1,4642,29072.1,2,-1,High Value,1
12749.0,4,231,3868.2,0,0,High Value,1
12750.0,129,15,275.88,0,0,Low Value,0
12752.0,81,53,4366.78,0,0,High Value,1
12753.0,4,230,21024.01,0,0,High Value,1
12754.0,236,65,2949.12,1,0,High Value,1
12755.0,250,6,2203.2,1,0,High Value,1
12756.0,87,4,112.07999999999998,0,0,Low Value,0
12757.0,16,377,4227.7,0,0,High Value,1
12758.0,117,97,2791.59,0,0,High Value,1
12759.0,52,95,1531.44,0,0,Low Value,1
12762.0,8,69,1898.52,0,0,High Value,1
12763.0,138,18,494.08,0,0,Low Value,0
12764.0,317,45,1693.88,1,0,High Value,1
12766.0,4,310,6989.63,0,0,High Value,1
12769.0,239,32,1143.6,1,0,At Risk,1
12770.0,211,12,1351.45,1,0,At Risk,1
12772.0,60,55,892.47,0,0,Low Value,1
12775.0,17,67,1351.24,0,0,Low Value,1
12778.0,20,51,804.23,0,0,Low Value,1
12779.0,21,159,3868.7,0,0,High Value,1
12781.0,21,30,707.72,0,0,Low Value,1
12782.0,5,107,2273.32,0,0,High Value,1
12783.0,2,86,1603.87,0,0,Low Value,1
12784.0,9,59,574.42,0,0,Low Value,0
12785.0,3,15,305.71,0,0,Low Value,0
12787.0,10,20,463.66,0,0,Low Value,0
12789.0,65,4,91.85,0,0,Low Value,0
12790.0,192,21,324.92,1,0,At Risk,0
12791.0,374,2,192.60000000000002,1,0,At Risk,0
12792.0,257,25,400.53999999999996,1,0,At Risk,0
12793.0,335,24,545.48,1,0,At Risk,0
12794.0,53,45,860.41,0,0,Low Value,1
12795.0,19,14,430.48,0,0,Low Value,0
12797.0,360,17,194.18,1,0,At Risk,0
12798.0,10,8,6977.04,0,0,High Value,1
12802.0,184,26,412.58,1,0,At Risk,0
12808.0,37,28,483.65000000000003,0,0,Low Value,0
12809.0,168,26,484.36,1,0,At Risk,0
12811.0,261,31,514.85,1,0,At Risk,0
12812.0,45,15,229.64000000000001,0,0,Low Value,0
12814.0,102,2,125.92,0,0,Low Value,0
12815.0,148,47,1063.46,1,0,At Risk,1
12816.0,96,29,572.2,0,0,Low Value,0
12817.0,281,4,166.04,1,0,At Risk,0
12818.0,178,16,1517.88,1,0,At Risk,1
12820.0,3,59,942.34,0,0,Low Value,1
12821.0,214,6,92.72,1,0,At Risk,0
12822.0,71,47,918.98,0,0,Low Value,1
12823.0,75,5,1759.5,0,0,High Value,1
12824.0,60,25,397.12,0,0,Low Value,0
12826.0,3,94,1468.1200000000001,0,0,Low Value,1
12827.0,6,25,430.15000000000003,0,0,Low Value,0
12828.0,3,56,1018.71,0,0,Low Value,1
12829.0,322,12,253.05,1,0,At Risk,0
12830.0,38,39,6748.4,0,0,High Value,1
12831.0,262,9,215.05,1,0,At Risk,0
12832.0,32,27,383.03,0,0,Low Value,0
12833.0,145,24,417.38,1,0,At Risk,0
12834.0,283,18,312.38,1,0,At Risk,0
12836.0,59,175,2612.86,0,0,High Value,1
12837.0,173,12,134.1,1,0,At Risk,0
12838.0,34,123,683.13,0,0,Loyal,1
12839.0,3,316,5583.62,0,0,High Value,1
12840.0,144,116,2714.27,0,0,High Value,1
12841.0,5,439,3876.4,0,0,High Value,1
12842.0,70,34,1118.99,0,0,Low Value,1
12843.0,66,108,1680.76,0,0,High Value,1
12844.0,29,52,325.96000000000004,0,0,Low Value,0
12845.0,267,27,354.09,1,0,At Risk,0
12847.0,22,91,871.54,0,0,Low Value,1
12849.0,31,51,1050.8899999999999,0,0,Low Value,1
12851.0,97,50,135.18,0,0,Low Value,0
12852.0,290,20,299.75,1,0,At Risk,0
12853.0,108,84,1881.7,0,0,High Value,1
12854.0,79,115,1289.15,0,0,Loyal,1
12855.0,373,3,38.1,1,0,At Risk,0
12856.0,8,317,2162.68,0,0,High Value,1
12857.0,211,46,1106.4,1,0,At Risk,1
12863.0,52,6,504.2,0,0,Low Value,0
12864.0,138,3,147.12,1,0,Low Value,0
12865.0,26,96,1548.07,0,0,Low Value,1
12866.0,283,26,559.12,1,0,At Risk,0
12867.0,26,551,3986.22,0,0,High Value,1
12868.0,186,107,1607.0600000000002,1,0,Loyal,1
12870.0,366,2,-14.899999999999999,1,0,At Risk,0
12871.0,84,11,380.64,0,0,Low Value,0
12872.0,327,66,599.97,1,0,At Risk,0
12873.0,282,4,374.0,1,0,At Risk,0
12875.0,143,2,343.2300000000001,1,0,Low Value,0
12876.0,58,85,2218.02,0,0,High Value,1
12877.0,4,154,1535.77,0,0,Loyal,1
12878.0,18,49,841.64,0,0,Low Value,1
12879.0,45,12,552.5699999999999,0,0,Low Value,0
12881.0,276,7,298.0,1,0,At Risk,0
12882.0,9,13,1463.04,0,0,Low Value,1
12883.0,25,42,703.47,0,0,Low Value,1
12884.0,88,7,309.05,0,0,Low Value,0
12885.0,63,72,1158.27,0,0,Low Value,1
12886.0,68,86,1351.09,0,0,Low Value,1
12888.0,214,7,313.77,1,0,At Risk,0
12890.0,24,82,380.46999999999997,0,0,Low Value,0
12891.0,186,3,331.0,1,0,At Risk,0
12893.0,31,34,188.14,0,0,Low Value,0
12895.0,42,24,347.3,0,0,Low Value,0
12897.0,205,4,216.5,1,0,At Risk,0
12901.0,9,125,16293.1,0,0,High Value,1
12902.0,265,10,138.68,1,0,At Risk,0
12904.0,18,72,509.58,0,0,Low Value,0
12906.0,12,63,2919.81,0,0,High Value,1
12908.0,59,4,246.0,0,0,Low Value,0
12909.0,40,96,2128.83,0,0,High Value,1
12910.0,23,75,3075.04,0,0,High Value,1
12912.0,3,24,1662.3,0,0,High Value,1
12913.0,5,50,2483.63,0,0,High Value,1
12915.0,149,22,363.65,1,0,At Risk,0
12916.0,139,109,2982.35,0,0,High Value,1
12917.0,128,2,594.0,0,0,Low Value,0
12919.0,8,52,1301.44,0,0,Low Value,1
12920.0,17,28,164.23,0,0,Low Value,0
12921.0,4,741,16389.74,0,0,High Value,1
12922.0,161,28,405.38,1,0,At Risk,0
12923.0,64,29,176.97,0,0,Low Value,0
12924.0,88,31,929.95,0,0,Low Value,1
12925.0,5,45,694.05,0,0,Low Value,1
12928.0,35,84,2062.7000000000003,0,0,High Value,1
12929.0,122,9,105.1,0,0,Low Value,0
12930.0,78,27,409.9,0,0,Low Value,0
12931.0,22,102,33462.81,0,2,High Value,1
12933.0,24,107,606.28,0,0,Loyal,0
12935.0,2,130,2156.45,0,0,High Value,1
12936.0,17,63,1012.9,0,0,Low Value,1
12937.0,15,120,1504.27,0,0,Loyal,1
12938.0,26,9,114.14,0,0,Low Value,0
12939.0,64,47,11581.8,0,0,High Value,1
12940.0,46,103,876.29,0,0,Loyal,1
12942.0,131,75,683.9,0,0,Low Value,1
12943.0,301,1,-3.75,1,0,At Risk,0
12944.0,36,30,604.51,0,0,Low Value,0
12945.0,288,23,462.95,1,0,At Risk,0
12947.0,144,103,1407.29,0,0,Loyal,1
12948.0,16,118,2053.7,0,0,High Value,1
12949.0,31,219,4143.02,0,0,High Value,1
12950.0,2,23,1843.0,0,0,High Value,1
12951.0,9,65,1042.07,0,0,Low Value,1
12952.0,6,80,1382.8400000000001,0,0,Low Value,1
12953.0,10,17,329.85,0,0,Low Value,0
12955.0,1,183,4734.26,0,0,High Value,1
12956.0,306,19,108.07,1,0,At Risk,0
12957.0,4,244,3979.04,0,0,High Value,1
12962.0,7,16,266.39,0,0,Low Value,0
12963.0,8,96,1841.03,0,0,High Value,1
12965.0,89,109,771.91,0,0,Loyal,1
12966.0,10,10,160.18,0,0,Low Value,0
12967.0,3,33,1194.75,0,0,Low Value,1
12968.0,112,5,135.95,0,0,Low Value,0
12970.0,7,151,452.24,0,0,Loyal,0
12971.0,4,308,10930.26,0,0,High Value,1
12974.0,198,8,144.8,1,0,At Risk,0
12976.0,212,22,738.6,1,0,At Risk,1
12977.0,156,9,39.239999999999995,1,0,At Risk,0
12980.0,156,24,7092.06,1,0,High Value,1
12981.0,30,20,372.21999999999997,0,0,Low Value,0
12982.0,240,34,377.2,1,0,At Risk,0
12984.0,19,4,97.5,0,0,Low Value,0
12985.0,1,78,1215.6200000000001,0,0,Low Value,1
12987.0,74,30,545.0,0,0,Low Value,0
12988.0,292,92,535.32,1,0,At Risk,0
12989.0,3,68,6854.51,0,0,High Value,1
12990.0,31,13,409.5,0,0,Low Value,0
12991.0,23,31,503.76,0,0,Low Value,0
12993.0,23,27,414.76,0,0,Low Value,0
12994.0,4,73,902.22,0,0,Low Value,1
12995.0,78,5,200.72,0,0,Low Value,0
12997.0,22,67,1197.94,0,0,Low Value,1
12999.0,196,28,455.88,1,0,At Risk,0
13000.0,107,31,534.85,0,0,Low Value,0
13001.0,4,342,9797.92,0,0,High Value,1
13002.0,318,7,120.94999999999999,1,0,At Risk,0
13003.0,106,6,149.05,0,0,Low Value,0
13004.0,12,409,5613.43,0,0,High Value,1
13005.0,174,29,468.95,1,0,At Risk,0
13006.0,56,4,81.57,0,0,Low Value,0
13008.0,323,15,178.46999999999997,1,0,At Risk,0
13011.0,372,3,50.550000000000004,1,0,At Risk,0
13012.0,9,107,1311.6200000000001,0,0,Loyal,1
13013.0,1,222,4786.99,0,0,High Value,1
13014.0,3,124,3365.43,0,0,High Value,1
13015.0,53,176,3346.28,0,0,High Value,1
13016.0,73,47,789.89,0,0,Low Value,1
13017.0,7,1,204.0,0,0,Low Value,0
13018.0,16,459,7272.75,0,0,High Value,1
13021.0,4,134,2584.4,0,0,High Value,1
13023.0,64,40,689.9,0,0,Low Value,1
13026.0,1,43,936.15,0,0,Low Value,1
13027.0,114,26,6912.0,0,0,High Value,1
13028.0,23,47,659.68,0,0,Low Value,1
13029.0,31,10,1247.5,0,0,Low Value,1
13030.0,11,99,799.48,0,0,Low Value,1
13032.0,39,75,996.52,0,0,Low Value,1
13033.0,357,11,190.55,1,0,At Risk,0
13034.0,55,37,642.77,0,0,Low Value,0
13035.0,58,30,886.63,0,0,Low Value,1
13037.0,138,48,881.07,0,0,Low Value,1
13038.0,80,28,908.46,0,0,Low Value,1
13040.0,9,43,676.99,0,0,Low Value,1
13043.0,254,14,471.57,1,0,At Risk,0
13044.0,291,33,560.47,1,0,At Risk,0
13045.0,99,18,305.28000000000003,0,0,Low Value,0
13046.0,31,35,629.31,0,0,Low Value,0
13047.0,32,196,3079.1,0,0,High Value,1
13048.0,14,137,1805.91,0,0,High Value,1
13049.0,64,14,656.6800000000001,0,0,Low Value,1
13050.0,9,422,5684.61,0,0,High Value,1
13052.0,212,18,348.15000000000003,1,0,At Risk,0
13055.0,64,78,1201.96,0,0,Low Value,1
13058.0,25,8,271.40000000000003,0,0,Low Value,0
13059.0,250,8,183.4,1,0,At Risk,0
13060.0,254,15,307.53,1,0,At Risk,0
13061.0,72,10,248.61,0,0,Low Value,0
13062.0,191,11,346.98,1,0,At Risk,0
13064.0,13,69,1119.49,0,0,Low Value,1
13065.0,373,14,205.86,1,0,At Risk,0
13066.0,24,49,430.9,0,0,Low Value,0
13067.0,82,15,115.46000000000001,0,0,Low Value,0
13068.0,10,2,344.0,0,0,Low Value,0
13069.0,1,470,3717.82,0,0,High Value,1
13070.0,192,9,228.8,1,0,At Risk,0
13072.0,267,7,177.15,1,0,At Risk,0
13075.0,130,22,919.61,0,0,Low Value,1
13077.0,1,112,729.27,0,0,Loyal,1
13078.0,1,380,12432.28,0,0,High Value,1
13079.0,4,6,220.10000000000002,0,0,Low Value,0
13080.0,179,6,58.08,1,0,At Risk,0
